Program,Site Name,Additional ID,Physical Type,Legal Status,Legal Status Date,Physical Site Status,RN,County,Region,Phys Addr Line 1,Phys Addr Line 2,Phys Addr City,Phys Addr State,Phys Addr Zip,Phys Addr Zip+4,Near Phys Loc Txt,Near Phys Loc City,Near Phys Loc State,Near Phys Loc Zip,Latitude,Longitude
MSW-NOI,SOUTHWEST RECYCLING EQUIPMENT & SERVICES INC,100210,5RR,ACKNOWLEDGED, 03/26/2009,ACTIVE,RN105702021,MONTGOMERY,REGION 12 - HOUSTON,9301 FOREST LN, ,CONROE,TX,77385,5121,EAST ON TAMINA RD FROM I 45 N CROSS RAIL RD TRACK GO LEFT I MILE TO FOREST LANE GO RIGHT AND PHYSICAL LOCATION ON LEFT 9301,CONROE,TX,77385,30.19,-95.44
MSW-NOI,CHAMPION LANDSCAPE SUPPLIES,100213,5RR,ACKNOWLEDGED, 04/15/2009,ACTIVE,RN105713879,HARRIS,REGION 12 - HOUSTON,1723 HIGHWAY 6 S, ,HOUSTON,TX,77077,2803,FROM DOWNTOWN HOUSTON - TAKE I10 WEST HEADING TOWARD KATY TX EXIT HWY 6 GO S ABOUT 1.5 MI AND THE SITE IS LOACTED TO THE LEFT,HOUSTON,TX,     ,29.75,-95.05
MSW-NOI,LIVING EARTH,100214,5RCX,ACKNOWLEDGED, 05/27/2009,ACTIVE,RN105732697,BRAZORIA,REGION 12 - HOUSTON,16138 HIGHWAY 6, ,ROSHARON,TX,77583,3224,FROM INTERSECTION OF HWY 288 & HWY 6 GO WEST ON HWY 6 1.5 MILES ON RIGHT, ,TX,     ,29.49,-95.42
MSW-NOI,SELINSKY,100221,5RR,ACKNOWLEDGED, 07/14/2009,ACTIVE,RN105670160,HARRIS,REGION 12 - HOUSTON,6101 SELINSKY RD, ,HOUSTON,TX,77048,2006, ,HOUSTON,TX,77068,29.64,-95.32
MSW-NOI,NATION WASTE INC,100224,5RR,ACKNOWLEDGED, 07/29/2009,ACTIVE,RN105601165,HARRIS,REGION 12 - HOUSTON,12006 PROCTOR ST, ,HOUSTON,TX,77038,2706,FROM THE INTERSECTION OF SAM HOUSTON TOLL RD & TOMBALL PRKWY TX 249S HCAD SE ON TOMBOLL PRKWY APPROX 3.75 MI TO PROCTOR STREET TURN LEFTGO APPROX 0.5 MI TO SITE,HOUSTON,TX,77038,29.91,-95.47
MSW-NOI,STAR CO LLC,100225,5RR,ACKNOWLEDGED, 08/18/2009,ACTIVE,RN105768477,CHAMBERS,REGION 12 - HOUSTON,11250 I 10 EAST, ,BAYTOWN,TX,77520,    ,EAST OF HIGHWAY 146 ON INTERSTATE 10,BAYTOWN,TX,77520,29.82,-94.89
MSW-NOI,TIMBER SOLUTIONS INC SOUTH YARD,100227,5RCX,ACKNOWLEDGED, 09/23/2009,ACTIVE,RN102577293,FORT BEND,REGION 12 - HOUSTON,14022 S GESSNER RD, ,MISSOURI CITY,TX,77489,1001,14022 S GESSNER,MISSOURI CITY,TX,77489,29.62,-95.54
MSW-NOI,FARRELL ROAD RECYCLING,100231,5RR,ACKNOWLEDGED, 09/28/2009,ACTIVE,RN105951222,MONTGOMERY,REGION 12 - HOUSTON,,,,,,,EBERLY JACOB TRACT 1 ACRES 4.8986 HOBDAY WM TRACT 3.456 ACRES98.3442 WILKERSON JOHN TRACT 1 ACRES 46.1212,WILLIS,TX,77378,30.40,-95.44
MSW-NOI,MELENDY SHINGLE RECYCLING FACILITY,100245,5RR,ACKNOWLEDGED, 04/15/2010,ACTIVE,RN104616867,HARRIS,REGION 12 - HOUSTON,11913 FM 529 RD, ,HOUSTON,TX,77041,3000,APPROX 3/4 MI WEST SOUTHWEST OF THE FM 529 AND US 290 INTERSECTION,HOUSTON,TX,77041,29.87,-95.59
MSW-NOI,ECO INTERNATIONAL LLC,100258,5RR,ACKNOWLEDGED, 07/08/2010,ACTIVE,RN105944102,HARRIS,REGION 12 - HOUSTON,3600 BRITTMOORE RD STE 190, ,HOUSTON,TX,77043,1190, ,HOUSTON,TX,77043,29.83,-95.57
MSW-NOI,BASS COMPUTERS INC,100259,5RR,ACKNOWLEDGED, 07/12/2010,ACTIVE,RN105955744,HARRIS,REGION 12 - HOUSTON,10558 BISSONNET ST, ,HOUSTON,TX,77099,2146, ,HOUSTON,TX,77099,29.67,-95.56
MSW-NOI,CHERRY CRUSHED CONCRETE,100260,5RR,ACKNOWLEDGED, 08/02/2010,ACTIVE,RN100858760,HARRIS,REGION 12 - HOUSTON,4601 HOLMES RD, ,HOUSTON,TX,77033,2503,4601 HOLMES RD,HOUSTON,TX,77033,29.68,-95.35
MSW-NOI,MCHARD ROAD CONCRETE CRUSHING,100261,5RR,ACKNOWLEDGED, 07/30/2010,ACTIVE,RN104994850,FORT BEND,REGION 12 - HOUSTON,,,,,,,1/4 MI WEST OF FM 521 ON MCHARD RD,FRESNO,TX,77053,0.00,0.00
MSW-NOI,LIVING EARTH TECHNOLOGY,100264,5RCX,ACKNOWLEDGED, 07/30/2010,ACTIVE,RN106232010,HARRIS,REGION 12 - HOUSTON,5210 S SAM HOUSTON PKWY E, ,HOUSTON,TX,77048,5904, ,HOUSTON,TX,77048,29.60,-95.34
MSW-NOI,C4 ENVIRONMENTAL SERVICES LLC,100265,5RR,ACKNOWLEDGED, 08/20/2010,ACTIVE,RN105175319,HARRIS,REGION 12 - HOUSTON,9000 LIBERTY RD, ,HOUSTON,TX,77028,5713, , ,TX,77028,29.81,-95.26
MSW-NOI,ACCP INC,100266,5RR,ACKNOWLEDGED, 08/09/2010,ACTIVE,RN105644637,HARRIS,REGION 12 - HOUSTON,2728 APPELT DR, ,HOUSTON,TX,77015,6558, ,HOUSTON,TX,77015,29.77,-95.15
MSW-NOI,NAVIGATION SHINGLE RECYCLING FACILITY,100267,5RR,ACKNOWLEDGED, 07/30/2010,ACTIVE,RN100859255,HARRIS,REGION 12 - HOUSTON,5303 NAVIGATION BLVD, ,HOUSTON,TX,77011,1025, ,HOUSTON,TX,77011,29.75,-95.32
MSW-NOI,ASTRO WASTE INC,100277,5RR,ACKNOWLEDGED, 03/29/2011,ACTIVE,RN103158648,HARRIS,REGION 12 - HOUSTON,6122 CUNNINGHAM RD, ,HOUSTON,TX,77041,4708,1 MILE NW OF HOUSTON ON CUNNINGHAM ROAD  N OF INTERSECTION OF TANNER ROAD,HOUSTON,TX,77041,29.84,-95.44
MSW-NOI,HOUSTON COMPUTER WORKS,100291,5RR,ACKNOWLEDGED, 01/27/2011,ACTIVE,RN106068653,HARRIS,REGION 12 - HOUSTON,12230 WESTHEIMER RD, ,HOUSTON,TX,77077,6043,"FROM IH10 AT THE INTERSECTION OF TX 6 TAKE TX 6 SOUTH, TURN LEFT AT WESTHEIMER RD. TRAVEL 2.9 MI E ON WESTHEIMER TO LOCATION.",HOUSTON,TX,77077,29.74,-95.59
MSW-NOI,OAKLEY WOOD CHIPS,100303,5RR,ACKNOWLEDGED, 03/29/2011,ACTIVE,RN106102668,MONTGOMERY,REGION 12 - HOUSTON,,,,,,,SHADOWS OF ALPESTRINE US 59 TO FM 1485 EAST TO BASTIST ENCOMPMENT RD RIGHT S TO 2ND ST MAKE RIGHT GO APPROX 100 YARDS THRU GATE ONTO PROPERTY,NEW CANEY,TX,77357,30.14,-95.19
MSW-NOI,BENDER SHINGLE RECYCLING FACILITY,100304,5RR,ACKNOWLEDGED, 04/04/2011,ACTIVE,RN104608906,HARRIS,REGION 12 - HOUSTON,15409 OLD HUMBLE RD, ,HUMBLE,TX,77396,2243, ,HUMBLE,TX,77396,29.93,-95.27
MSW-NOI,SCC GENOA RED BLUFF RECYCLING YARD,100307,5RR,ACKNOWLEDGED, 04/12/2011,ACTIVE,RN106113574,HARRIS,REGION 12 - HOUSTON,2070A GENOA RED BLUFF RD, ,HOUSTON,TX,77034,4115, ,HOUSTON,TX,77034,29.63,-95.16
MSW-NOI,THE GROUND UP,100309,5RCX,ACKNOWLEDGED, 05/10/2011,ACTIVE,RN102067469,FORT BEND,REGION 12 - HOUSTON,19102 FM 1093 RD, ,RICHMOND,TX,77407,9573,NORTH SIDE OF THE FRONTAGE RD FM 1093 BETWEEN CYPRESS & GRAND MISSION,RICHMOND,TX,77407,29.71,-95.72
MSW-NOI,HOUSTON BRITTMOORE RD FACILITY,100323,5RR,ACKNOWLEDGED, 12/09/2011,ACTIVE,RN103217279,HARRIS,REGION 12 - HOUSTON,1200 BRITTMOORE RD, ,HOUSTON,TX,77043,4000, ,HOUSTON,TX,77043,29.77,-95.57
MSW-NOI,ALPHA DISPOSAL & RECYCLING ,100326,5RR,ACKNOWLEDGED, 11/14/2011,ACTIVE,RN106225279,HARRIS,REGION 12 - HOUSTON,7090 MOUNT HOUSTON RD, ,HOUSTON,TX,77050,5704, ,HOUSTON,TX,77050,29.89,-95.29
MSW-NOI,FEDERAL INTERNATIONAL INC,100328,5RR,ACKNOWLEDGED, 12/19/2011,ACTIVE,RN102986171,HARRIS,REGION 12 - HOUSTON,7611 RAILHEAD LN, ,HOUSTON,TX,77086,3255, ,HOUSTON,TX,77086,29.91,-95.52
MSW-NOI,GREEN NOBEL SOLUTION RECYCLING FACILITY,100331,5RR,ACKNOWLEDGED, 01/12/2012,ACTIVE,RN103114104,HARRIS,REGION 12 - HOUSTON,7625 PARKHURST DR, ,HOUSTON,TX,77028,2537, ,HOUSTON,TX,77028,29.83,-95.29
MSW-NOI,HOUSTON COMPUTER RECYCLING,100336,5RR,ACKNOWLEDGED, 02/03/2012,ACTIVE,RN106333222,HARRIS,REGION 12 - HOUSTON,2121 BRITTMOORE RD, ,HOUSTON,TX,77043,2200,EXIT HAMMERLY OFF BELTWAY 8 GO W TURN RIGHT ON BRITTMOORE RD TURN LEFT ON TO 2121 BRITTMOORE RD WAREHOUSE COMPLEX STE 3500, ,TX,     ,29.82,-95.57
MSW-NOI,WEISINGER MATERIALS INC,100339,5RCX,ACKNOWLEDGED, 03/14/2012,ACTIVE,RN106358252,MONTGOMERY,REGION 12 - HOUSTON,6394 HIGHWAY 105 W, ,CONROE,TX,77304,4773,105 W FROM I 45 HEAD WEST FOR 4.4 MI. SITE LOCATED ON RIGHT BEFORE SAN JACINTO RIVER BRIDGE,CONROE,TX,77304,30.34,-95.54
MSW-NOI,HERITAGE-CRYSTAL CLEAN,100346,5RR,ACKNOWLEDGED, 08/07/2012,ACTIVE,RN102670486,CHAMBERS,REGION 12 - HOUSTON,4415 OSCAR NELSON JR DR, ,BAYTOWN,TX,77523,9744,FROM INTERSECTION OF STATE HWY 99 & FM 1405 TRAVEL SOUTH ON FM 1402 TO E GREENWOOD TAKE LEFT ON E GREENWOOD FACILITY ON THE LEFT,BAYTOWN,TX,77520,29.72,-94.91
MSW-NOI,HOUSTON ELECTRONIC RECYCLING,100363,5RR,ACKNOWLEDGED, 09/21/2012,ACTIVE,RN106500168,HARRIS,REGION 12 - HOUSTON,10055 BELKNAP RD, ,SUGAR LAND,TX,77498,1102, ,SUGARLAND,TX,77498,29.67,-95.63
MSW-NOI,LIVING EARTH,100364,5RCX,ACKNOWLEDGED, 09/21/2012,ACTIVE,RN102243052,FORT BEND,REGION 12 - HOUSTON,27733 KATY FWY, ,KATY,TX,77494,1083,S SIDE OF I-10 1.12 MI W OF FM 1463 @ I-10, ,TX,77494,29.77,-95.85
MSW-NOI,VR WOOD INC,100365,5RR,ACKNOWLEDGED, 09/24/2012,INACTIVE,RN106509029,HARRIS,REGION 12 - HOUSTON,11810 MESA DR, ,HOUSTON,TX,77016,1616,2 ACRES ON INDUSTRIAL PARK WITH SITE LOCATED ON WEST NORTH OF 11810 MESA DR,HOUSTON,TX,77016,29.88,-95.26
MSW-NOI,HPP MATERIALS,100366,5RR,ACKNOWLEDGED, 09/24/2012,ACTIVE,RN106350549,CHAMBERS,REGION 12 - HOUSTON,2655 S FM 565 RD, ,BAYTOWN,TX,77523,4801, , ,TX,77523,29.78,-94.89
MSW-NOI,MAGNOLIA WOOD MULCH,100377,5RR,ACKNOWLEDGED, 12/17/2012,ACTIVE,RN106554116,MONTGOMERY,REGION 12 - HOUSTON,,,,,,,FROM INTERSEC OF FM 1488 AND FM 1774 GO W ON FM 1488 APPROX 2 MI TO OLD HOCKLEY RD. LEFT ON OLD HOCKLEY 0.6 MI TO LOCATION ON LEFT.,MAGNOLIA,TX,77355,31.19,-95.75
MSW-NOI,COMEX ENVIRONMENTAL FACILITY #1 KATY HOCKLEY RD SITE,100387,5RR,ACKNOWLEDGED, 05/10/2013,ACTIVE,RN106568850,HARRIS,REGION 12 - HOUSTON,4314 KATY HOCKLEY RD, ,KATY,TX,77493,4829, ,KATY,TX,77493,29.83,-95.82
MSW-NOI,U-WSTE RECYCLING SOLUTIONS,100396,5RR,ACKNOWLEDGED, 10/02/2013,ACTIVE,RN104991856,HARRIS,REGION 12 - HOUSTON,5724 BINGLE RD, ,HOUSTON,TX,77092,2154, ,HOUSTON,TX,77092,29.84,-95.44
MSW-NOI,KATY STONE & GRAVEL INC,100397,5RR,ACKNOWLEDGED, 10/04/2013,ACTIVE,RN106582828,HARRIS,REGION 12 - HOUSTON,4383 KATY HOCKLEY CUT OFF RD, ,KATY,TX,77493,7842, ,KATY,TX,77493,29.84,-95.81
MSW-NOI,LIVING EARTH,100399,5RCX,ACKNOWLEDGED, 11/04/2013,ACTIVE,RN106951643,HARRIS,REGION 12 - HOUSTON,12200 CUTTEN RD, ,HOUSTON,TX,77066,1810,FROM BELTWAY 8/HOUSTON TOLLWAY TAKE THE HWY 249 FRONTAGE RD TO CUTTEN RD TURN ON CUTTEN RD GO APPROX 1 MI AND THE FACILITY IS ON THE RIGHT,HOUSTON,TX,77066,29.96,-95.53
MSW-NOI,U-WASTE RECYCLING SOLUTIONS,100414,5RR,ACKNOWLEDGED, 08/28/2014,ACTIVE,RN107697401,HARRIS,REGION 12 - HOUSTON,9048 LONG POINT RD, ,HOUSTON,TX,77055,4610,FROM KATY FWY TAKE CAMPBELL RD EXIT MAKE A RIGHT AT LONG POINT RD ON THE LEFT, ,TX,     ,29.80,-95.51
MSW-NOI,LIVING EARTH,100422,5RCX,ACKNOWLEDGED, 01/27/2015,ACTIVE,RN107952483,HARRIS,REGION 12 - HOUSTON,5802 CRAWFORD RD, ,HOUSTON,TX,77041,5711,FROM BELTWAY 8 & TANNER RD GO E ON TANNER RD TO THE INTERSC ON CRAWFORD RD. THE SITE NE CORNER OF TANNER RD & CRAWFORD RD,HOUSTON,TX,77041,29.85,-95.56
MSW-NOI,TEXAS LAWN WORKS,100425,5RCX,ACKNOWLEDGED, 05/20/2015,ACTIVE,RN103037651,FORT BEND,REGION 12 - HOUSTON,13535 FLORENCE RD, ,SUGAR LAND,TX,77498,2256,13535 FLORENCE,SUGAR LAND,TX,77478,29.66,-95.62
MSW-NOI,HOU-SCAPE,100429,5RR,ACKNOWLEDGED, 06/24/2015,ACTIVE,RN108447715,HARRIS,REGION 12 - HOUSTON,17725 TELGE RD, ,CYPRESS,TX,77429,7048,290 W TO TELGE RD N APPRX 7 MI AT INTERSEC OF GRANT & TELGE RD GO N 1 MI SITE IS ON THE WEST SIDE OF SITE,CYPRESS,TX,77429,30.03,-95.66
MSW-NOI,CCP SHINGLE RECYCLING,100431,5RR,ACKNOWLEDGED, 06/24/2015,ACTIVE,RN105276968,HARRIS,REGION 12 - HOUSTON,11250 INTERSTATE 10 E, ,BAYTOWN,TX,77523,9851, ,BAYTOWN,TX,77520,29.82,-94.89
MSW-NOI,NEW EARTH GRAND PARKWAY RECYCLING,100439,5RCX,ACKNOWLEDGED, 09/01/2015,ACTIVE,RN108336504,WALLER,REGION 12 - HOUSTON,6205 FM 2855, ,BROOKSHIRE,TX,77423,    , ,BROOKSHIRE,TX,77423,29.86,-95.89
MSW-NOI,THE LETCO GROUP LLC,100443,5RCX,ACKNOWLEDGED, 01/20/2016,ACTIVE,RN108952292,MONTGOMERY,REGION 12 - HOUSTON,17555 I 45 S, ,SHENANDOAH,TX,77385,8762,ON I 45 ON THE EAST SIDE S OF HWY 242 OF A MI,CONROE,TX,77385,30.20,-95.45
MSW-NOI,LIVING EARTH,100448,5RCX,ACKNOWLEDGED, 06/08/2016,ACTIVE,RN100576974,HARRIS,REGION 12 - HOUSTON,10310 BEAUMONT HWY, ,HOUSTON,TX,77078,4912,"10310 Beaumont Highway, Houston , TX", ,TX,77078,29.82,-95.25
MSW-NOI,CHRISMAN YARD,100455,5RR,ACKNOWLEDGED, 09/22/2016,ACTIVE,RN103728242,HARRIS,REGION 12 - HOUSTON,14329 CHRISMAN RD, ,HOUSTON,TX,77039,1508, ,HOUSTON,TX,77039,29.92,-95.36
MSW-NOI,TANNER YARD,100457,5RR,ACKNOWLEDGED, 10/13/2016,ACTIVE,RN102913233,HARRIS,REGION 12 - HOUSTON,10360 TANNER RD, ,HOUSTON,TX,77041,7402,THE LOCATION IS APPROXIMATELY 0.60 MI EAST OF HTE INTERSECTION OF TANNER ROAD AND BELTWAY 8,HOUSTON,TX,77041,29.85,-95.55
MSW-NOI,WILCREST YARD,100458,5RR,ACKNOWLEDGED, 10/12/2016,ACTIVE,RN105620025,HARRIS,REGION 12 - HOUSTON,3901 WILCREST, ,HOUSTON,TX,77072,    , , ,TX,     ,29.73,-95.57
MSW-NOI,SAN LEON YARD,100459,5RR,ACKNOWLEDGED, 10/12/2016,ACTIVE,RN107753972,GALVESTON,REGION 12 - HOUSTON,5200 27TH STREET, ,SAN LEON,TX,77539,    , ,SAN LEON,TX,77539,29.47,-94.96
MSW-NOI,SOUTH MAIN CONCRETE PLANT,100460,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN101858355,HARRIS,REGION 12 - HOUSTON,5001 GASMER DR, ,HOUSTON,TX,77035,5711, ,HOUSTON,TX,77035,29.65,-95.15
MSW-NOI,LIBERTY YARD,100461,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN100910470,HARRIS,REGION 12 - HOUSTON,6519 LIBERTY RD, ,HOUSTON,TX,77028,5805,6519 LIBERTY RD,HOUSTON,TX,77028,29.79,-95.30
MSW-NOI,QUALITY MATERIALS,100462,5RR,ACKNOWLEDGED, 09/20/2016,ACTIVE,RN106223977,MONTGOMERY,REGION 12 - HOUSTON,20 SHERBROOK CIR, ,CONROE,TX,77385,7730, ,CONROE,TX,77385,30.24,-95.45
MSW-NOI,CHANNELVIEW YARD,100463,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN102742954,HARRIS,REGION 12 - HOUSTON,15015 EAST FWY, ,CHANNELVIEW,TX,77530,4101, ,CHANNELVIEW,TX,77530,29.77,-95.15
MSW-NOI,EAST ALMEDA FACILITY,100464,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN105147862,HARRIS,REGION 12 - HOUSTON,2350 BELLFORT ST, ,HOUSTON,TX,77051,1172,APPROX 0.30 MI SOUTHEAST OF THE INTERSECTION OF W BELLFORT AVE HOLMES RD AND ALMEDA RD,HOUSTON,TX,77051,29.67,-95.39
MSW-NOI,HARBORSIDE YARD,100465,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN103949582,GALVESTON,REGION 12 - HOUSTON,5800 HARBORSIDE DR, ,GALVESTON,TX,77554,2842, ,GALVESTON,TX,77554,29.30,-94.83
MSW-NOI,CHERRY STREET YARD,100466,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN107754327,HARRIS,REGION 12 - HOUSTON,3600 SCHALKER DR, ,HOUSTON,TX,77026,3525, ,HOUSTON,TX,77026,29.80,-95.34
MSW-NOI,SOIL STABILIZATION PLANT 1,100467,5RR,ACKNOWLEDGED, 10/03/2016,ACTIVE,RN105769376,HARRIS,REGION 12 - HOUSTON,9229 CANNIFF ST, ,HOUSTON,TX,77017,6525, ,HOUSTON,TX,77017,29.66,-95.25
MSW-NOI,SAND HILL FOUNDATION,100468,5RR,ACKNOWLEDGED, 09/02/2016,ACTIVE,RN109397216,MONTGOMERY,REGION 12 - HOUSTON,6697 OLD HIGHWAY 105 W, ,CONROE,TX,77304,4412,11.99 ACRES MARY CORNER SURVEY A-9 MONTGOMERY COUNTY TX,CONROE,TX,77304,30.32,-95.55
MSW-NOI,PRECISION LAND CLEARING,100471,5RR,ACKNOWLEDGED, 11/10/2016,ACTIVE,RN109465195,MONTGOMERY,REGION 12 - HOUSTON,17657 FM 2090 RD, ,CONROE,TX,77306,7938,45N TO I 10 TP US 59 CLEVELAND EXIT FN1485 STAY 8.2 MI STAY ON FM 1485 TURN RIGHT ON FM 2090 0.7 MI SITE ON LEFT,GRANDGERLAND,TX,77302,30.26,-95.30
MSW-NOI,TIMBERLINE ENVIRONMENTAL SERVICES,100478,5RR,ACKNOWLEDGED, 03/30/2017,ACTIVE,RN109653295,HARRIS,REGION 12 - HOUSTON,10050 TALLEY LN, ,HOUSTON,TX,77041,6128, ,HOUSTON,TX,77041,29.86,-95.54
MSW-NOI,LAND CRAFTERS LTD,100479,5RR,ACKNOWLEDGED, 04/07/2017,ACTIVE,RN109732438,HARRIS,REGION 12 - HOUSTON,20750 BAUER HOCKLEY RD, ,TOMBALL,TX,77377,8834,HWY 290 NORTH ON MUESCHKE 4 MI TURN RIGHT ON BAUER HOCKLEY RD 1 MI ON RIGHT,HOUSTON,TX,77377,30.04,-95.74
MSW-NOI,LIVING EARTH,100489,5RCX,ACKNOWLEDGED, 06/21/2017,ACTIVE,RN109815514,HARRIS,REGION 12 - HOUSTON,16955 KATY HOCKLEY RD, ,HOCKLEY,TX,77447,9158,THE SW CORNER OF US290 AND KATY HOCKLEY ROAD,HOCKLEY,TX,77447,30.01,-95.82
MSW-NOI,CMKR,100495,5RR,ACKNOWLEDGED, 07/19/2017,ACTIVE,RN109827022,HARRIS,REGION 12 - HOUSTON,2424 BROAD ST, ,HOUSTON,TX,77087,1408, ,HOUSTON,TX,77087,29.71,-95.31
MSW-NOI,HOUSTON WASTE SOLUTIONS RECYCLING FACILITY BREEN DRIVE,100496,5RR,ACKNOWLEDGED, 07/21/2017,ACTIVE,RN109861708,HARRIS,REGION 12 - HOUSTON,6919 BREEN DR, ,HOUSTON,TX,77086,3721,FROM BELTWAY GO S ON TOMBALL PARKWAY FM 249 TO N HOUSTON ROSSLYN RD FROM N HOUSTON ROSSLYN RD GO S APPROX 1.35 MI TO BREEN DR GO E TO SITE,HOUSTON,TX,70088,29.90,-95.49
MSW-NOI,TOWN AND COUNTRY GARBAGE,100498,5RR,ACKNOWLEDGED, 09/13/2017,ACTIVE,RN109266585,MONTGOMERY,REGION 12 - HOUSTON,11192 FM 1484 RD, ,CONROE,TX,77303,3510,APPROXIMATELY 0.26 MILES S SOUTHEAST OF INTERSECTION AT FM 1484.,CONROE,TX,77303,30.39,-95.40
MSW-NOI,LIVING EARTH,100500,5RCX,ACKNOWLEDGED, 08/24/2017,ACTIVE,RN109917856,BRAZORIA,REGION 12 - HOUSTON,9306 FM 523 RD, ,FREEPORT,TX,77541,8516,ON FM 523 JUST SOUTH OF 223 ON THE EAST SIDE OF FM 523,FREEPORT,TX,77541,29.08,-95.36
MSW-NOI,ADF EXCAVATION PIT,100505,5RR,ACKNOWLEDGED, 10/16/2017,ACTIVE,RN109992099,MONTGOMERY,REGION 12 - HOUSTON,13362 FM 830 RD, ,WILLIS,TX,77318,5405,2 DRIVEWAYS W OF 13362 FM 830 WILLIS TX 77378,WILLIS,TX,77378,30.41,-95.56
MSW-NOI,RESALE RESOURCE,100506,5RR,ACKNOWLEDGED, 10/20/2017,ACTIVE,RN109885756,HARRIS,REGION 12 - HOUSTON,101 ESPLANADE BLVD STE 400, ,HOUSTON,TX,77060,3722, ,HOUSTON,TX,77060,29.94,-95.41
MSW-NOI,ROSENBERG YARD,100513,5RR,ACKNOWLEDGED, 07/10/2018,ACTIVE,RN105416085,FORT BEND,REGION 12 - HOUSTON,1705 BLUME RD, ,ROSENBERG,TX,77471,4065, ,ROSENBERG,TX,77471,29.54,-95.83
MSW-NOI,COMPUCYCLE,100518,5RR,ACKNOWLEDGED, 08/22/2018,ACTIVE,RN100590116,HARRIS,REGION 12 - HOUSTON,8019 KEMPWOOD DR, ,HOUSTON,TX,77055,1027, , ,TX,77055,29.82,-95.49
MSW-NOI,COMPUCYCLE,100521,5RR,ACKNOWLEDGED, 01/25/2019,ACTIVE,RN110639770,HARRIS,REGION 12 - HOUSTON,8111 KEMPWOOD DR, ,HOUSTON,TX,77055,1029, ,HOUSTON,TX,77055,29.82,-95.49
MSW-NOI,GULFCOAST WASTE SERVICES,100543,5RR,ACKNOWLEDGED, 07/03/2020,ACTIVE,RN109957100,HARRIS,REGION 12 - HOUSTON,14440 MCNAIR ST, ,HOUSTON,TX,77015,5324, ,HOUSTON,TX,77015,29.77,-95.17
MSW-NOI,LONGENBAUGH ROAD CONCRETE CRUSHING PLANT,100546,5RR,ACKNOWLEDGED, 12/04/2020,ACTIVE,RN110069887,HARRIS,REGION 12 - HOUSTON,23714 LONGENBAUGH RD, ,KATY,TX,77493,7925, ,KATY,TX,77493,29.89,-95.78
MSW-NOI,RAPID WASTE SOLUTIONS OF TEXAS LLC,100551,5RR,ACKNOWLEDGED, 07/06/2021,ACTIVE,RN111236899,MONTGOMERY,REGION 12 - HOUSTON,23933 NICHOLS SAWMILL RD, ,HOCKLEY,TX,77447,7223,FROM US 290 FM 2920 INTERSEC TAKE FM 2920 EASTBOUND FOR 12.1 MI TURN LEFT ON ROBERTS CEMETERY RD FOR 0.4 NU RIGHT OF NICHOLS SAWMILL RD FACILITY IS 350 AREAD ON LEFT,HOCKLEY,TX,77447,30.11,-95.78
MSW-NOI,JMJ ORGANICS 2,100553,5RCX,ACKNOWLEDGED, 09/23/2021,ACTIVE,RN111303053,HARRIS,REGION 12 - HOUSTON,5510 FM 1960 RD E, ,HUMBLE,TX,77346,3636, ,HUMBLE,TX,77346,30.00,-95.19
MSW-NOI,SPRING BRANCH POND,100555,5RCX,ACKNOWLEDGED, 03/28/2022,ACTIVE,RN111072955,MONTGOMERY,REGION 12 - HOUSTON,,,,,,,APPROXIMATELY 1.89 MILES WEST OF FM 149 ON SOUTH SIDE OF SPRING BRANCH RD,MONTGOMERY,TX,77316,30.33,-95.73
MSW-NOI,HOUSTON PRODUCTS PROCESSING BAYTOWN SOUTH FACILITY,100569,5RR,ACKNOWLEDGED, 12/06/2022,ACTIVE,RN111513958,CHAMBERS,REGION 12 - HOUSTON,7730 E GRAND PKWY S, ,BAYTOWN,TX,77523,    , ,BAYTOWN,TX,77523,29.75,-94.85
MSW-NOI,THE GRASS STORE,100574,5RR,ACKNOWLEDGED, 05/11/2023,ACTIVE,RN111611851,MONTGOMERY,REGION 12 - HOUSTON,12868 HIGHWAY 105 W, ,CONROE,TX,77304,1574, ,CONROE,TX,77304,30.35,-95.56
MSW-NOI,NEW CANEY MULCH FACILITY 1,100579,5RR,ACKNOWLEDGED, 03/16/2023,ACTIVE,RN111695334,MONTGOMERY,REGION 12 - HOUSTON,23411 E COMMLUNITY DR, ,NEW CANEY,TX,77357,    , ,NEW CANEY,TX,77357,30.13,-95.21
MSW-NOI,ROSHARON PIT,100583,5RR,ACKNOWLEDGED, 06/13/2023,ACTIVE,RN106237985,BRAZORIA,REGION 12 - HOUSTON,22411 STATE HIGHWAY 288, ,ROSHARON,TX,77583,    , ,ROSHARON,TX,77583,29.47,-95.40
MSW-NOI,JMJ ORGANICS 1,100585,5RCX,ACKNOWLEDGED, 07/14/2023,ACTIVE,RN111230306,MONTGOMERY,REGION 12 - HOUSTON,23995 HIGHWAY 59, ,PORTER,TX,77365,6110, ,PORTER,TX,77365,32.10,-95.24
